;DS;DS;OF;OF;EF;EF;IoU;IoU;Sn;Sn;Sp;Sp;Acc;Acc;AO;AO;FPR;FPR;FNR;FNR;MA;MA;MAPE;MAPE;Rerr;Rerr;MAPE2;MAPE2;Rerr2;Rerr2;PSNR;PSNR;PSNR2;PSNR2;PSNR3;PSNR3
;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad;biratu;saad
layer: 108;0.9404580152671755;0.881834862385321;0.9194029850746268;0.7970149253731343;0.03582089552238806;0.010613598673300166;0.8876080691642652;0.7886445684279619;0.9194029850746268;0.7970149253731343;0.9876698253225255;0.9963466149103779;0.9701885510446747;0.9453032104637337;0.8876080691642652;0.7886445684279619;0.012330174677474598;0.003653385089622103;0.08059701492537313;0.20298507462686566;0.029811448955325292;0.054696789536266346;0.04477611940298507;0.19237147595356552;-0.011465941905894344;-0.04926108374384237;0.04477611940298507;0.19237147595356552;-0.00234375;-0.010069444444444445;22.15115366957388;19.515366160634;15.256169150103263;12.62038164116338;-33.626590763026876;-36.60388008582046
layer: 109;0.9409814323607427;0.003365870077415012;0.956844234659474;0.0016857720836142953;0.07687120701281187;0.0;0.8885410144020037;0.0016857720836142953;0.956844234659474;0.0016857720836142953;0.9733489187609585;1.0;0.9690999045221769;0.7429910598038365;0.8885410144020037;0.0016857720836142953;0.026651081239041495;0.0;0.04315576534052596;0.9983142279163857;0.030900095477823106;0.25700894019616355;0.033715441672285906;0.9983142279163857;0.008679802100512108;-0.25700894019616355;0.033715441672285906;0.9983142279163857;0.001736111111111111;-0.05140625;22.08972485450337;12.889840760339128;15.100401786519402;5.900517692355161;-33.69924150593705;-45.66461965735339
layer: 110;0.9229400249154653;0.5617507136060894;0.8751265609179886;0.99628754640567;0.021262234222072223;1.5507931150860614;0.856906807666887;0.39057951839110877;0.8751265609179886;0.99628754640567;0.9924087239426437;0.446318833594409;0.9615521221807849;0.5910140294796661;0.856906807666887;0.39057951839110877;0.007591276057356308;0.5536811664055911;0.12487343908201147;0.003712453594330071;0.03844787781921506;0.40898597052033386;0.10361120485993926;1.5470806614917314;-0.027259811756348784;0.4070324986680874;0.10361120485993926;1.5470806614917314;-0.005329861111111111;0.07958333333333334;21.239345870698468;10.970985497949997;14.151276266516245;3.882915893767777;-34.59663153696253;-43.25242430294422
layer: 111;0.9155283968368081;0.3995674506623412;0.860472972972973;0.24966216216216217;0.019256756756756758;0.0;0.8442161087172688;0.24966216216216217;0.860472972972973;0.24966216216216217;0.9929341762737077;1.0;0.9573773465131042;0.7985852906502222;0.8442161087172688;0.24966216216216217;0.007065823726292302;0.0;0.13952702702702702;0.7503378378378378;0.0426226534868958;0.20141470934977782;0.12027027027027028;0.7503378378378378;-0.032284392853904054;-0.20141470934977782;0.12027027027027028;0.7503378378378378;-0.0061805555555555555;-0.038559027777777775;20.883246254874948;14.138739248747381;13.703595166386036;6.95908816025847;-34.95048479623529;-43.35801509952183
layer: 112;0.9126108196128099;0.40907862739800055;0.8566576086956522;0.257133152173913;0.020720108695652172;0.0;0.8392678868552412;0.257133152173913;0.8566576086956522;0.257133152173913;0.9921944977607166;1.0;0.9551073519843851;0.7967283204758806;0.8392678868552412;0.257133152173913;0.00780550223928343;0.0;0.14334239130434784;0.7428668478260869;0.044892648015614836;0.20327167952411934;0.12262228260869565;0.7428668478260869;-0.03355330421042848;-0.20327167952411934;0.12262228260869565;0.7428668478260869;-0.006267361111111111;-0.03796875;20.764753526717;14.205737003855749;13.478247767624898;6.919231244763648;-35.09332490893313;-43.20865755371493
layer: 113;0.9379574764726385;0.6461609620721555;0.9193713700034165;0.4772804919713017;0.040997608472839085;0.0;0.8831637676403019;0.4772804919713017;0.9193713700034165;0.4772804919713017;0.9841290834545695;1.0;0.9660564454614798;0.8541189931350115;0.8831637676403019;0.4772804919713017;0.015870916545430498;0.0;0.08062862999658353;0.5227195080286984;0.033943554538520215;0.14588100686498856;0.039631021523744446;0.5227195080286984;-0.011060259344012205;-0.14588100686498856;0.039631021523744446;0.5227195080286984;-0.002013888888888889;-0.0265625;22.08972485450337;15.757310526056132;14.692426807091527;8.360012478644292;-33.63353350888813;-40.95711474190888
layer: 114;0.9448711384195255;0.5956722586919524;0.9584487534626038;0.42416897506925205;0.07029085872576177;0.0;0.8955030734390165;0.42416897506925205;0.9584487534626038;0.42416897506925205;0.9721574543958305;1.0;0.9682680027507614;0.8366244228313194;0.8955030734390165;0.42416897506925205;0.027842545604169523;0.0;0.04155124653739612;0.5758310249307479;0.03173199724923863;0.16337557716868062;0.02873961218836565;0.5758310249307479;0.008154042636801258;-0.16337557716868062;0.02873961218836565;0.5758310249307479;0.0014409722222222222;-0.028871527777777777;22.512199610921094;15.395302342036928;14.985025920336772;7.86812865145261;-33.26237574560934;-41.44845610470429
layer: 115;0.941711590296496;0.4291962821213778;0.9728506787330317;0.2732335537765402;0.09328228332753219;0.0;0.8898439987265202;0.2732335537765402;0.9728506787330317;0.2732335537765402;0.9614443964897137;1.0;0.9647801302931596;0.7874592833876222;0.8898439987265202;0.2732335537765402;0.03855560351028629;0.0;0.027149321266968326;0.7267664462234598;0.03521986970684039;0.21254071661237786;0.06613296206056388;0.7267664462234598;0.01934039087947883;-0.21254071661237786;0.06613296206056388;0.7267664462234598;0.003298611111111111;-0.03625;22.213463846304357;14.406919890929874;14.532122550043159;6.725578594668678;-33.54868226163754;-42.80446495057085
layer: 116;0.9290563475899525;0.018498754891497687;0.9827648114901256;0.00933572710951526;0.13285457809694792;0.0;0.8675118858954041;0.00933572710951526;0.9827648114901256;0.00933572710951526;0.9449895926256319;1.0;0.9560508884449584;0.7099148354536852;0.8675118858954041;0.00933572710951526;0.055010407374368124;0.0;0.017235188509874325;0.9906642728904848;0.04394911155504153;0.2900851645463148;0.11561938958707361;0.9906642728904848;0.03385553569551046;-0.2900851645463148;0.11561938958707361;0.9906642728904848;0.005590277777777777;-0.047899305555555556;21.39246201648177;13.196707829440266;13.570498998994907;5.374744811953405;-34.35950389752676;-44.84964617632262
layer: 117;0.9344887348353553;0.9346610761705101;0.9810771470160117;0.9734352256186317;0.11863173216885008;0.10953420669577875;0.8770331815224464;0.8773368317481142;0.9810771470160117;0.9734352256186317;0.9490386118493044;0.9529466937627012;0.9586659376708584;0.9591033351558228;0.8770331815224464;0.8773368317481142;0.05096138815069564;0.04705330623729873;0.018922852983988356;0.026564774381368266;0.04133406232914161;0.040896664844177144;0.09970887918486172;0.08296943231441048;0.02996172772006561;0.024931656642974302;0.09970887918486172;0.08296943231441048;0.004756944444444445;0.003958333333333334;21.829306835859867;21.87550881222732;13.836919099752103;13.883121076119556;-33.73808455622081;-33.720525804941445
layer: 118;0.9374660141381186;0.7232121644095985;0.9624116114625977;0.5664309639002605;0.09080759211016003;0.0;0.8822927328556807;0.5664309639002605;0.9624116114625977;0.5664309639002605;0.9603638726445743;1.0;0.9609860906932036;0.8682573787176298;0.8822927328556807;0.5664309639002605;0.0396361273554256;0.0;0.03758838853740231;0.4335690360997395;0.03901390930679634;0.13174262128237024;0.05321920357275772;0.4335690360997395;0.01617098269817935;-0.13174262128237024;0.05321920357275772;0.4335690360997395;0.002482638888888889;-0.020225694444444445;22.22603388349938;16.940965580611742;14.087805299418585;8.80273699653095;-33.23006140244641;-39.2466425623395
layer: 119;0.9276059988890946;0.6496294403271148;0.9481453444360333;0.4810749432248297;0.09613928841786526;0.0;0.8649861878453039;0.4810749432248297;0.9481453444360333;0.4810749432248297;0.9570219966159053;1.0;0.9542797006548176;0.8396866230121609;0.8649861878453039;0.4810749432248297;0.04297800338409476;0.0;0.05185465556396669;0.5189250567751703;0.045720299345182416;0.1603133769878391;0.04428463285389856;0.5189250567751703;0.013681010289990645;-0.1603133769878391;0.04428463285389856;0.5189250567751703;0.00203125;-0.023802083333333335;21.682457260273452;16.233850286336992;13.398909348048548;7.9503023741120895;-33.52769975724125;-39.99653733109969
layer: 120;0.918969033932876;0.6343497524107375;0.9458015267175572;0.46450381679389313;0.11259541984732824;0.0;0.8500857632933104;0.46450381679389313;0.9458015267175572;0.46450381679389313;0.94699964067553;1.0;0.9466161739555339;0.8286098216467139;0.8500857632933104;0.46450381679389313;0.053000359324469996;0.0;0.05419847328244275;0.5354961832061069;0.05338382604446616;0.1713901783532861;0.0583969465648855;0.5354961832061069;0.018690447104813095;-0.1713901783532861;0.0583969465648855;0.5354961832061069;0.00265625;-0.02435763888888889;21.199410464527904;16.13364812394852;12.725903033388288;7.660140692808909;-33.76464459715883;-39.965792581085026
layer: 121;0.9100569259962049;0.0030959752321981426;0.9294573643410853;0.0015503875968992248;0.11317829457364341;0.0;0.834958217270195;0.0015503875968992248;0.9294573643410853;0.0015503875968992248;0.9446445497630331;1.0;0.9396562698917886;0.6720560152768937;0.834958217270195;0.0015503875968992248;0.05535545023696682;0.0;0.07054263565891473;0.9984496124031008;0.06034373010821133;0.3279439847231063;0.04263565891472868;0.9984496124031008;0.014003819223424571;-0.3279439847231063;0.04263565891472868;0.9984496124031008;0.0019097222222222222;-0.04472222222222222;20.84644141749127;13.494766247354375;12.19367847701907;4.842003306882177;-33.97026459930742;-43.76906640649132
layer: 122;0.908460204278281;0.0015885623510722795;0.9368044515103339;0.000794912559618442;0.12559618441971382;0.0;0.832274011299435;0.000794912559618442;0.9368044515103339;0.000794912559618442;0.9365461847389558;1.0;0.936632870864461;0.6646211312700107;0.832274011299435;0.000794912559618442;0.06345381526104418;0.0;0.06319554848966613;0.9992050874403816;0.06336712913553895;0.33537886872998934;0.062400635930047695;0.9992050874403816;0.02094450373532551;-0.33537886872998934;0.062400635930047695;0.9992050874403816;0.0027256944444444446;-0.043645833333333335;20.837288737983457;13.60057210073273;11.981359682548554;4.7446430452978285;-33.9643895874919;-43.53963698098931
layer: 123;0.9009159034138218;0.12411626080125687;0.9061976549413735;0.0661641541038526;0.10552763819095477;0.0;0.8196969696969697;0.0661641541038526;0.9061976549413735;0.0661641541038526;0.9433198380566802;1.0;0.9303482587064676;0.6736903716710565;0.8196969696969697;0.0661641541038526;0.05668016194331984;0.0;0.09380234505862646;0.9338358458961474;0.06965174129353234;0.3263096283289435;0.011725293132328308;0.9338358458961474;0.004097161252560726;-0.3263096283289435;0.011725293132328308;0.9338358458961474;0.0004861111111111111;-0.03871527777777778;20.82815530702719;14.121176203750514;11.57068021742251;4.863701114145834;-34.05159258898348;-42.65819478572568
layer: 124;0.8940886699507389;0.653857522908661;0.9594713656387666;0.48722466960352423;0.186784140969163;0.0030837004405286344;0.8084632516703786;0.4857268335529205;0.9594713656387666;0.48722466960352423;0.9034828135670385;0.9984065558843614;0.9225574065736155;0.8242533393366351;0.8084632516703786;0.4857268335529205;0.09651718643296153;0.0015934441156385158;0.04052863436123348;0.5127753303964758;0.07744259342638452;0.17574666066336486;0.14625550660792952;0.5096916299559472;0.049827405072790036;-0.17364550502776527;0.14625550660792952;0.5096916299559472;0.005763888888888889;-0.020086805555555556;20.477727817960005;16.91865588350849;11.11020111640925;7.551129181957732;-34.21335255062641;-38.55090829119801
layer: 125;0.8813633384312869;0.5950359242325277;0.9385760818985575;0.4239181014425314;0.19125174499767333;0.0009306654257794323;0.787890625;0.4235239423523942;0.9385760818985575;0.4239181014425314;0.9022824536376605;0.9995244888254874;0.9145554681353265;0.8048780487804879;0.787890625;0.4235239423523942;0.09771754636233952;0.00047551117451260106;0.06142391810144253;0.5760818985574686;0.08544453186467349;0.1951219512195122;0.1298278268962308;0.5751512331316891;0.04390243902439024;-0.194492525570417;0.1298278268962308;0.5751512331316891;0.00484375;-0.021458333333333333;20.25622653834365;16.670007982609768;10.683157253011801;7.096938697277919;-34.132756514292325;-38.721070254078825
layer: 126;0.8709677419354839;0.31329381879762913;0.8810240963855421;0.1857429718875502;0.14206827309236947;0.0;0.7714285714285715;0.1857429718875502;0.8810240963855421;0.1857429718875502;0.9298984394352242;1.0;0.9137502073312324;0.7309669928678056;0.7714285714285715;0.1857429718875502;0.07010156056477583;0.0;0.11897590361445783;0.8142570281124498;0.08624979266876762;0.2690330071321944;0.023092369477911646;0.8142570281124498;0.007629789351467905;-0.2690330071321944;0.023092369477911646;0.8142570281124498;0.0007986111111111112;-0.02815972222222222;20.44419139788413;15.503716335480748;10.642419402305535;5.701944339902154;-33.678705919336224;-40.35124321912395
layer: 127;0.8674133889033603;0.6193453475542479;0.8875266524520256;0.4488272921108742;0.15884861407249468;0.0005330490405117271;0.765869365225391;0.4485881726158764;0.8875266524520256;0.4488272921108742;0.9194159004867496;0.9997295835586804;0.9086831718693936;0.8143164693218514;0.765869365225391;0.4485881726158764;0.0805840995132504;0.00027041644131963225;0.11247334754797442;0.5511727078891258;0.09131682813060639;0.18568353067814855;0.04637526652452026;0.5506396588486141;0.015608180839612486;-0.18532472192321492;0.04637526652452026;0.5506396588486141;0.0015104166666666666;-0.017934027777777778;20.53704701086453;17.454821336302754;10.394491820405268;7.312266145843489;-33.34594032899012;-37.54141128213441
layer: 128;0.8567508232711306;0.07238307349665925;0.901790872328134;0.03755054881571346;0.20335066435586366;0.0;0.7493999039846375;0.03755054881571346;0.901790872328134;0.03755054881571346;0.8995433789954338;1.0;0.9002865329512894;0.6817574021012417;0.7493999039846375;0.03755054881571346;0.1004566210045662;0.0;0.09820912767186597;0.9624494511842865;0.0997134670487106;0.31824259789875836;0.10514153668399769;0.9624494511842865;0.03476599808978032;-0.31824259789875836;0.10514153668399769;0.9624494511842865;0.003159722222222222;-0.028923611111111112;20.427519804209496;15.387474863524433;10.01246183012599;4.9724168894409235;-33.38133029714716;-40.512520607497706
layer: 129;0.8527180783817951;0.08948004836759371;0.8537974683544304;0.04683544303797468;0.14873417721518986;0.0;0.7432506887052341;0.04683544303797468;0.8537974683544304;0.04683544303797468;0.9264245460237946;1.0;0.9023879346459992;0.6845412651864264;0.7432506887052341;0.04683544303797468;0.07357545397620538;0.0;0.14620253164556962;0.9531645569620253;0.09761206535400084;0.3154587348135735;0.002531645569620253;0.9531645569620253;0.0008378718056137411;-0.3154587348135735;0.002531645569620253;0.9531645569620253;6.944444444444444e-05;-0.026145833333333333;20.920365667332117;15.825975115585303;10.104964979807356;5.01057442806054;-33.02838393329593;-39.92321405571156
layer: 130;0.866620594333103;0.7146666666666667;0.8775367389783065;0.562631210636809;0.14765570328901328;0.011896431070678797;0.7646341463414634;0.5560165975103735;0.8775367389783065;0.562631210636809;0.9279863481228668;0.99419795221843;0.9114475797201192;0.8527185134205093;0.7646341463414634;0.5560165975103735;0.0720136518771331;0.005802047781569966;0.1224632610216935;0.43736878936319107;0.08855242027988071;0.14728148657949072;0.025192442267319804;0.42547235829251223;0.008258774948382657;-0.13948153246157374;0.025192442267319804;0.42547235829251223;0.000625;-0.010555555555555556;21.73835178751457;19.528874553543588;10.527995643459288;8.318518409488307;-32.42872626988868;-35.225057727232375
layer: 131;0.8747770246164823;0.0031128404669260703;0.9555728760717069;0.001558846453624318;0.22915042868277474;0.0;0.777425491439442;0.001558846453624318;0.9555728760717069;0.001558846453624318;0.889348889725254;1.0;0.9109137055837564;0.6748730964467005;0.777425491439442;0.001558846453624318;0.11065111027474596;0.0;0.044427123928293066;0.9984411535463756;0.08908629441624366;0.3251269035532995;0.18472330475448168;0.9984411535463756;0.06015228426395939;-0.3251269035532995;0.18472330475448168;0.9984411535463756;0.004114583333333333;-0.022239583333333333;22.15115366957388;16.528733536785257;10.5018910535975;4.8794709208088785;-32.4598568743983;-39.1578545339842
layer: 132;0.8115606936416185;0.08465608465608465;0.9696132596685083;0.04419889502762431;0.4198895027624309;0.0;0.6828793774319066;0.04419889502762431;0.9696132596685083;0.04419889502762431;0.8096033402922755;1.0;0.8595231255386383;0.7018098247629991;0.6828793774319066;0.04419889502762431;0.19039665970772443;0.0;0.03038674033149171;0.9558011049723757;0.14047687446136167;0.29819017523700087;0.38950276243093923;0.9558011049723757;0.12151680551565643;-0.29819017523700087;0.38950276243093923;0.9558011049723757;0.00734375;-0.018020833333333333;20.71113624299592;17.44225129910773;8.523951641606683;5.255066697718494;-33.9294498949454;-37.75651439196465
layer: 133;0.7540983606557377;0.040992448759439054;0.9625550660792952;0.02092511013215859;0.5903083700440529;0.0;0.6052631578947368;0.02092511013215859;0.9625550660792952;0.02092511013215859;0.7574660633484163;1.0;0.8171905067350866;0.7148813341885825;0.6052631578947368;0.02092511013215859;0.2425339366515837;0.0;0.037444933920704845;0.9790748898678414;0.18280949326491341;0.2851186658114176;0.552863436123348;0.9790748898678414;0.16100064143681847;-0.2851186658114176;0.552863436123348;0.9790748898678414;0.008715277777777778;-0.015434027777777777;20.04547627750721;18.115207224529982;7.380012551803315;5.449743498826091;-34.381702325865035;-36.57870781287157
layer: 134;0.7193515704154002;0.6153081510934394;0.962059620596206;0.8387533875338753;0.7127371273712737;0.8875338753387534;0.5617088607594937;0.4443646805455851;0.962059620596206;0.8387533875338753;0.7336708860759493;0.6683544303797468;0.7957980095834869;0.7147069664577957;0.5617088607594937;0.4443646805455851;0.2663291139240506;0.33164556962025316;0.037940379403794036;0.16124661246612465;0.20420199041651307;0.2852930335422042;0.6747967479674797;0.7262872628726287;0.183560633984519;0.19756726870622926;0.6747967479674797;0.7262872628726287;0.008645833333333333;0.009305555555555555;20.169127186947826;18.716815227403195;6.8994002903316645;5.447088330787036;-33.66667651422074;-35.012117155160915
layer: 135;0.6335493160547156;0.4240102171136654;0.8255159474671669;0.31144465290806755;0.7804878048780488;0.1575984990619137;0.4636459430979979;0.26904376012965964;0.8255159474671669;0.31144465290806755;0.772801747678864;0.9541234298197706;0.7846869712351946;0.8092216582064298;0.4636459430979979;0.26904376012965964;0.227198252321136;0.045876570180229385;0.17448405253283303;0.6885553470919324;0.2153130287648054;0.19077834179357023;0.6060037523452158;0.5309568480300187;0.13663282571912014;-0.11971235194585449;0.6060037523452158;0.5309568480300187;0.005607638888888889;-0.004913194444444445;20.53704701086453;21.062459415452516;6.669296898724591;7.194709303312572;-32.67499245413872;-32.12979786358903
layer: 136;0.5964912280701754;0.443363446838082;0.8117977528089888;0.8960674157303371;0.9101123595505618;2.146067415730337;0.425;0.28482142857142856;0.8117977528089888;0.8960674157303371;0.7938931297709924;0.5139949109414759;0.7971991701244814;0.5845435684647303;0.425;0.28482142857142856;0.20610687022900764;0.4860050890585242;0.18820224719101122;0.10393258426966293;0.20280082987551867;0.41545643153526973;0.7219101123595506;2.042134831460674;0.133298755186722;0.3770746887966805;0.7219101123595506;2.042134831460674;0.004461805555555556;0.012621527777777778;21.682457260273452;18.567899673389746;6.929302721709451;3.814745134825743;-31.243767511680307;-33.85589445704122
layer: 137;0.6689536878216124;0.7014218009478673;0.8227848101265823;0.6244725738396625;0.6371308016877637;0.15611814345991562;0.5025773195876289;0.5401459854014599;0.8227848101265823;0.6244725738396625;0.872681281618887;0.9688026981450253;0.8643710470836261;0.9114546732255797;0.5025773195876289;0.5401459854014599;0.12731871838111297;0.031197301854974706;0.17721518987341772;0.3755274261603376;0.13562895291637386;0.08854532677442024;0.459915611814346;0.21940928270042195;0.07659873506676036;-0.036542515811665496;0.459915611814346;0.21940928270042195;0.0018923611111111112;-0.0009027777777777777;24.748651744154383;26.60051938305649;8.676475910765106;10.528343549667214;-28.07898262813111;-26.1450375628467
layer: 138;0.6825775656324582;0.6029723991507431;0.9166666666666666;0.9102564102564102;0.7692307692307693;1.108974358974359;0.5181159420289855;0.4316109422492401;0.9166666666666666;0.9102564102564102;0.8523985239852399;0.7872078720787208;0.8627450980392157;0.8070175438596491;0.5181159420289855;0.4316109422492401;0.14760147601476015;0.21279212792127922;0.08333333333333333;0.08974358974358974;0.13725490196078433;0.19298245614035087;0.6858974358974359;1.0192307692307692;0.11042311661506708;0.16408668730650156;0.6858974358974359;1.0192307692307692;0.001857638888888889;0.0027604166666666667;26.365708424561262;24.885808768867133;8.624721360836794;7.144821705142665;-26.696428696315294;-28.17589944378105
layer: 139;0.6227544910179641;0.7358490566037735;0.9811320754716981;0.7358490566037735;1.169811320754717;0.2641509433962264;0.45217391304347826;0.582089552238806;0.9811320754716981;0.7358490566037735;0.6982968369829684;0.9318734793187348;0.7562862669245648;0.8916827852998066;0.45217391304347826;0.582089552238806;0.30170316301703165;0.0681265206812652;0.018867924528301886;0.2641509433962264;0.2437137330754352;0.10831721470019343;1.150943396226415;0.0;0.23597678916827852;0.0;1.150943396226415;0.0;0.0021180555555555558;0.0;26.60051938305649;30.122344564170117;6.131199979763796;9.653025160877421;-26.805489180486347;-23.87973110724895
layer: 140;0.38974358974358975;0.3111111111111111;1.0;0.18421052631578946;3.1315789473684212;0.0;0.24203821656050956;0.18421052631578946;1.0;0.18421052631578946;0.3567567567567568;1.0;0.4663677130044843;0.8609865470852018;0.24203821656050956;0.18421052631578946;0.6432432432432432;0.0;0.0;0.8157894736842105;0.5336322869955157;0.13901345291479822;3.1315789473684212;0.8157894736842105;0.5336322869955157;-0.13901345291479822;3.1315789473684212;0.8157894736842105;0.002065972222222222;-0.0005381944444444444;26.848755220306813;32.69060789588939;2.727579016556299;8.56943169213888;-27.11227328479393;-22.17859315757194
